year,,year count,,air plane,number cuush plane,Operator,count Operator,Country,Country count,,Crash cause,Crash cause count,Flight phase,Flight phase count,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skyway Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skyway Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skyways - Australia,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skyways - Canada,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skyways Cargo Airline,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skywest Airlines - Australia,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL Aviation Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slender You,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slovak Air Force - Letectva a Protivzdu Obrany-snej Slovenskej,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart Cakrawala Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smartlynx Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMD Investments,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smith Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smith International,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smithers Air Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smiths Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smithsonian National Air %26 Space Museum,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smolensk Aircraft Plant,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smyer Commuter Air Lines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SN 1124 LLC,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNCAC - Soci¨¦t¨¦ Nationale de Constructions A¨¦ronautiques du Centre,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNCASO - Soci¨¦t¨¦ Nationale de Constructions A¨¦ronautiques du Sud-Ouest,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNECMA - Soci¨¦t¨¦ Nationale d'Etude et de Construction de Moteurs d'Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snowy Butte Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soble Air Leasing,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sociedad Angolana de Taxis A¨¦reos,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Societ¨¤ Aerea Piemontese - SAEP,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Societ¨¤ Aerofotografie,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Societ¨¤ Italiana Servizi Aerei - SISA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Societ¨¤ Nazionale Metanodotti - SNAM,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Societ¨¤ Sateco,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ A¨¦rienne de Transports Internationaux - SATI,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ A¨¦rienne du Littoral - SAL,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ A¨¦rienne Transatlantique - SAT,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ Africaine de Travaux et d¡¯¨¦tudes en Photographies A¨¦riennes,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ Alg¨¦rienne des Transports Tropicaux - SATT,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ Anonyme CARTA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ Auxiliaire de G¨¦rance et d¡¯Exploitation de Transports A¨¦riens - SAGETA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ Aviaffaires %26 Cook International,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ de Construction A¨¦roNavale,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ de D¨¦veloppement et de Promotion de l'Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ de Location Air Fr¨¦gate/Siage,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ de Transports A¨¦riens - STA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ de Transports A¨¦riens Rapides - STAR,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ des Avions Bernard,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ des Avions Henry Potez,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ des Transports A¨¦riens Camerounais - STAC,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ d'Exploitation du Mat¨¦riel A¨¦ronautique Fran?ais,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ G¨¦n¨¦rale A¨¦ronautique,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ G¨¦n¨¦rale d'Affr¨¨tement A¨¦rien,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ Guyane Air Transport,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ Nationale d'Electricit¨¦,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ Proven?ale de Constructions A¨¦ronautiques,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soci¨¦t¨¦ Transafricaine d'Aviation - STA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SODEMAC,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOGEPA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solair Flying Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solaqueen,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solar Sources,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soldotna Air Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solenta Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solitaire,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solo Energy Drink,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soltuca,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solution Air Locadora de Aeronaves - Eireli,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solventes y Productos Qu¨ªmicos,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somali Air Force - Ciidamada Cirka Soomaaliyeed,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somergul,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somerton Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonicblue Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soren Edward Jensen Jr.,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sorya Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sosoliso Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sottocentro Soccorso Cadimare,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sound Flight,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Aero Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South African Civil Aviation Authority,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South African Police,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South American Gulf Oil Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South American Placers of Bolivia,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South American Placers of Peru,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Canterbury Aerial Co-op,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Carolina Department of Natural Resources,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Coast Airways - SCA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South East Alaska Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Florida Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Florida Truck Sales,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Otago Aerial Topdressing Co-op Ltd,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Pacific Airmotive - SPA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Texas Aircraft,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Wales Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South West Air - Canada,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southampton Air Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southeast Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southeastern Air Charter,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Aero Traders,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Aerowork,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Air Super,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Alberta Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Aviation - South Africa,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Aviation - USA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern City Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Company Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Copper,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Counties Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Cross Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Cross Aviation Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Enterprises,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Express Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Mapping,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Mechanical Plumbing,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southland Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southland Leasing Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southstream Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwest Air Lines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwest Aircraft Leasing,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwest Airlift,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwest Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwest Consulting Group,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwest Medevac,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwest Orthopedic %26 Sports Medicine Clinic,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwestern Public Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwestern Railway Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwire Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spa Flying Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spad Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spair Air Transport Corporation - Aviatransportnaya Korporatsie Spair,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Span East Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanair,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish Fly,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish River Pulp %26 Paper Mills,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spartan Aircraft,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Special Cargo Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Special Jet,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specialty Coating Systems,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specialty Microwave Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spectrum Aeronautical,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speed Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speedair,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spence-McDonough Air Transport,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spencer Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spencer-McDonough Air Transport,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinwood Sportland Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spirit Avia Sentosa,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spirit of the South,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitfire Sales %26 Leasing,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spohrer %26 Dodd Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spokane Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports Air Travel,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sportsman Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springfield Flight Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sputnik,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Square Tool %26 Machine Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS%26T Aerial Contractors,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Andrews Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Tammany Parish Mosquito Abatement District,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staal Leasing,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAER Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stage Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanair,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard Fittings,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard Machine %26 Equipment Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard Oil,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard Oil of California,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanley Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanley Hausner,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanley R. Bateman,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stapleford Tawney Air Taxis,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Star Air Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Star Air Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Star Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Star Jet - China,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Star Jet - USA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StarAir,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starbow,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starcraft Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starduff Inc.,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starflight,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starflite Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stargazer Aero,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starr Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starwood Management,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Aerial Survey Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State of South Dakota,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statewide Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stearman Aircraft,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steel Authority of India,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steel City Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steele Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stellair,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stellavia,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen D. Jensen,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen George,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen H. Elmore,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen R. Neece,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steponas Darius,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterling Stores Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterna Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterna Linhas A¨¦reas,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Posluszny,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven N. Kaplan,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven T. Bramwell,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stevens Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steward-Davis,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stewart %26 Lloyds,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stewart Clark Sale,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stewart Island Air Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stewart Lake Air Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stilwell Aircraft Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stinger Welding Inc.,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stockholms Flygklubb,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stonewall Transport,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stoney's Rainbow Lanes %26 Lounge,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stout Leasing,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straits Air Freight Express,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stribling-Puckett,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stryker Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuart J. Steele,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Studie-Comit¨¦ Snelpost Nederland-Indi?,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sturmvogel,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suburban Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subway Development of Southeast Florida,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud Aviaci¨®n,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudania Air Cargo,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudbury Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudbury Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUDENE - Superintend¨ºncia do Desenvolvimento do Nordeste,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S¨¹dwestdeutsche Luftverkehrs,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S¨¹dzucker,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sugar Financial Inc.,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sugar Mountain Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suidwes Lugdiens - South West Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sukho?,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun Oil Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun Quest Executive Air Charter,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun Valley Key Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun Way,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun West Airlines - SWA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunair,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunbeam Air Transport Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunbird Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sundance Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sundance Airport FBO,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunjet Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunline Helicopters,1,,,,,,,,
